"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","gostou","n_reproducao","id_cliente"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,69.9425732117599,-8.63227679534655,74.7899967431718,0,226089,2019,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77.8153118928597,-11.3036782446885,76.5371435697415,0,195981,2015,FALSE,6,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.001613073422,-6.53624509297747,23.6953096346743,76.4885202027129,269911,1994,TRUE,2,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,129.575424367469,-9.20246487459206,48.139061293264,0,427057,1945,FALSE,3,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,121.836108707153,-6.99461060906589,44.3082611243381,0,517214,1946,FALSE,1,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,147.284516483209,-6.72121418886279,62.2409125632836,0,157970,2020,TRUE,2,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,106.489659861962,-6.83644617127656,79.665193928989,0,203205,2015,FALSE,2,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,152.392653269048,-5.62205616945165,58.4097352592157,0,155639,2018,TRUE,5,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,133.755989656636,-8.34007754436606,53.9901896408937,27.5584689773673,185166,2020,TRUE,5,"#ID1349"
"Eletrônica",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,95.0708272825283,-7.63010967703058,68.4410601554517,21.4831265110483,233112,2008,TRUE,5,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,136.011011804895,-6.42023751803205,52.9614236482861,19.109270170479,221269,2018,TRUE,4,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,127.921984850271,-9.92236017813704,64.0570852838155,42.6796437861536,282299,1963,FALSE,4,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,86.9823335189173,-8.66337363505645,21.8038540147003,70.4015150720671,240485,2012,TRUE,3,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,118.400939055956,-6.47893826630348,84.2705413832288,0,201291,2012,TRUE,3,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,110.187492210691,-8.71070472555484,73.8934488195351,0,218753,2008,FALSE,2,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,95.1874381599135,-5.18791530339633,10.071054739628,76.4330432483243,241147,2008,FALSE,2,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,76.8169029061438,-13.3727983277887,75.1923643901687,0,224301,2020,FALSE,4,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,106.817368603494,-5.30320876623036,69.0041678820653,23.6047978360515,177722,1995,FALSE,5,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,127.43461730519,-6.48739417041256,62.7945404937769,20.9374107714016,182053,2019,TRUE,9,"#ID1349"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,104.258921088402,-6.40635814228003,73.9999968836999,0,159164,1994,FALSE,5,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,124.449057298605,-17.144159226544,74.1093514319846,0,133586,2015,TRUE,3,"#ID1349"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,101.198620089108,-6.11838723817524,51.6023205454636,23.269276657826,161634,2021,TRUE,2,"#ID1349"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,105.503086229373,-7.56143033230501,82.1564161686739,0,259910,2021,FALSE,2,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,90.18007308715,-9.15789211191814,74.5443104494591,22.6513873701147,269861,1989,FALSE,2,"#ID1349"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,123.011670406513,-7.81008026070797,74.6837543254631,23.4010948479865,271111,2021,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74.3917681038493,-7.30600195019126,79.5142438421126,0,186226,2015,FALSE,3,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,111.86535489222,-5.80694258364442,18.3500863523052,57.6033381175788,231513,2015,TRUE,5,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,113.558975758007,-12.2904596734205,33.0072109409856,0,431910,1980,FALSE,4,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,108.857674270752,-6.66520483188183,72.0997888132106,0,335779,1967,FALSE,1,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,117.318772186539,-8.865866047146,77.0475320931398,23.2348783275498,179151,1996,FALSE,3,"#ID1349"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,118.471516326297,-6.90722954690605,73.4300688731651,0,233198,2009,TRUE,5,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,97.6999299667715,-5.66784997172168,84.5257944847581,0,112452,1994,TRUE,4,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,83.5739648183786,-14.6603800716056,77.9482481244514,0,200261,2021,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,104.485952218842,-10.3601662509576,69.4483593720198,0,170962,1993,TRUE,7,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,108.479259849381,-8.42986954518044,12.2846606853243,71.0891409258608,191867,2011,TRUE,5,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,109.694353477689,-11.8172395079484,85.1040607160989,0,226738,1994,TRUE,3,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,139.963370556122,-8.42323919841762,68.0288303951628,0,365534,2002,FALSE,3,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.2016379112163,-14.6463662713425,78.5636707805447,0,249835,2021,FALSE,5,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,125.300838517273,-10.7292894453839,29.2883539577501,0,364667,1952,FALSE,5,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,81.8595653731598,-10.1416378557388,81.0970817087017,0,215550,2021,FALSE,4,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,115.389240651278,-6.73674684876632,83.137713477791,0,174127,2016,FALSE,3,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,135.906870218417,-14.783368842228,38.7486801923027,0,287295,1925,FALSE,1,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,102.464493712936,-7.18747200549534,60.9818261428754,0,160897,1972,FALSE,1,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100.14754346964,-6.77025581807357,22.5033193115034,74.9345021218777,209365,2003,TRUE,8,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,116.015342847715,-6.87715586529227,46.2487004760524,0,159004,1960,FALSE,2,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,125.604822708701,-11.6510625131608,51.3407690099397,0,372405,1985,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,84.7357904728217,-8.58934203802316,64.803305360125,0,210023,2016,FALSE,1,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,92.8848167918967,-10.991722011823,0,0,226893,2021,FALSE,2,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,106.71249067954,-6.21484274310452,71.4409665185886,0,215848,2011,FALSE,2,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,109.229161542198,-7.53854960158796,31.8141219291822,72.5919487065046,226056,2015,FALSE,4,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,113.896194366539,-6.18763248309593,70.6570568418868,0,243404,2018,TRUE,3,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130.567442220617,-9.05739021892725,68.216421965019,0,227423,1993,TRUE,1,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,131.335794511602,-2.86812526393352,72.9783772964373,36.0537256327543,302858,1963,TRUE,6,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,78.5129565030926,-12.5479123151255,69.8342888259026,0,233008,2019,FALSE,3,"#ID1349"
"Nenhuma",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,121.048635573085,-17.1871187055327,49.827428073331,0,461196,1980,FALSE,5,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,77.2671206598393,-8.31411784840585,73.3253232737668,0,196588,2021,FALSE,4,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130.199229513376,-7.09580223923048,59.2700283012944,0,122200,2017,FALSE,3,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,121.418075386824,-6.73145155769923,73.9269152338656,0,170930,1991,TRUE,7,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101.848754535441,-9.17098031521233,69.2528112060553,0,174554,2017,TRUE,4,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,89.0007945860067,-8.14061418811558,80.986594727844,0,224809,2019,FALSE,2,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,119.902350154967,-4.97609040129851,41.6769716034919,0,337951,1964,TRUE,7,"#ID1349"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,130.909279611903,-7.58973852125441,66.9393820683532,15.8551441414357,293541,1996,FALSE,5,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,99.5724105157157,-7.3909289691949,80.026856903344,0,201327,2017,FALSE,2,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,114.890912139484,-4.87683943679213,52.4320356901694,0,242811,1970,FALSE,5,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,99.7881495217478,-7.6354638624651,74.2045052429479,0,152899,2016,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,104.541855086602,-9.68278161987351,81.3265059877441,0,196161,2014,FALSE,7,"#ID1349"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,114.902215555565,-6.18255277891957,86.2972351455452,0,271413,2010,TRUE,4,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,94.9702131463638,-13.6870089150528,79.6390005628387,0,220226,2018,FALSE,1,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,147.201889267594,-22.0456439053489,0,0,-16667,2020,FALSE,4,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,96.8580188142572,-7.3238081817664,15.427366404493,73.1738167820772,222012,2003,FALSE,2,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90.3625285362837,-9.16131048155058,63.814718975045,0,200198,2021,FALSE,4,"#ID1349"
"Eletrônica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,106.100259301741,-6.66313238808104,76.6742613604399,25.3389587843465,300674,2020,TRUE,3,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,85.6261028945815,-10.1169893792989,75.510157351638,0,157689,2020,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,81.6772371752228,-9.09336974799315,63.0115739944733,0,148310,2021,FALSE,4,"#ID1349"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,90.7351884700782,-8.69315972459191,80.6168799988472,0,237668,2007,TRUE,5,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,100.032598006411,-8.44067801798606,24.3750543339055,84.7712983835255,225722,2003,FALSE,1,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,93.7052367416485,-6.99654417388528,70.0285872003912,0,180086,2016,TRUE,5,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,95.5792207850883,-12.1221168621734,75.3647006652426,0,229759,2012,FALSE,2,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,116.770947243563,-11.4826714370339,12.7483411264758,0,72332,1950,TRUE,5,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,113.928013534975,-7.86356292686788,14.5505477701312,81.0902012988398,303416,2006,FALSE,5,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,84.6583008923252,-7.08309196189978,24.8725982061149,79.9867288616213,236157,2003,FALSE,2,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,95.8393436167988,-7.01126598427636,26.1348989903524,67.6469670895564,263945,2007,FALSE,1,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,115.123075799497,-5.37201461825495,26.4093939542323,49.1523526452284,199583,2005,FALSE,2,"#ID1349"
"Eletrônica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,123.907459883955,-7.8495753903141,74.3023947127465,0,211125,2012,TRUE,2,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,89.4792369651313,-15.4037053594403,68.7270576495434,0,153369,2021,TRUE,3,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,122.911778882056,-13.1249889429417,36.865876548668,0,457367,1967,FALSE,3,"#ID1349"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,127.438458871645,-7.03801331767058,70.5197994107182,0,174826,2021,FALSE,5,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,83.4254772507942,-6.8554721913509,64.6387556435027,0,241274,2020,FALSE,6,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,97.8325549092166,-4.40304059929468,82.2787498941114,0,201391,2021,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75.2290864241364,-12.0092111453301,75.0579101098273,0,185689,2006,TRUE,2,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,116.587650627325,-8.80073986663899,79.7472786032829,0,310618,1967,TRUE,4,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,152.758607391909,-6.54322329231338,53.2580269335032,0,222949,2020,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,106.40951041521,-9.89714923864225,74.2060478890024,0,193058,2017,FALSE,5,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,126.001071565521,-7.60194102315053,31.1184210104999,0,564708,1986,TRUE,5,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,106.606816727424,-6.89100886547232,76.574845532749,0,177042,2016,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,87.4110138380937,-11.3152658277772,73.1514146108514,0,199124,2006,TRUE,3,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,155.741372057173,-9.40947991950373,76.4152504747425,0,192654,2016,FALSE,1,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,121.353927976178,-7.453868707387,70.0768501148808,0,182499,1999,FALSE,4,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130.058379423409,-7.20809402035023,73.3150120543469,16.9257959854711,162595,2012,FALSE,6,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,114.106437919441,-5.92908859292407,71.6741970487049,31.2170516930151,166980,2021,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,110.775771369389,-12.7421814111785,75.8559292184046,0,197730,1999,TRUE,6,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,148.297640450382,-10.5549735324459,66.7456549752759,23.2655411764405,338103,1995,FALSE,1,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,90.3789496749603,-12.7346507388759,64.3006349164287,0,170392,2020,FALSE,5,"#ID1349"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,110.66179602259,-5.5813349539315,66.3243677395006,17.590999295313,233420,2009,TRUE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,153.326072234129,-7.51441888737013,73.76230523589,0,155464,2016,FALSE,2,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,115.575954677135,-7.63309180852562,48.0237432674449,0,208940,1983,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,84.4767473690985,-9.58679632383905,72.7224859350529,0,176482,2015,FALSE,3,"#ID1349"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,124.219047339291,-5.81351136223502,73.2331158714048,23.3969899645825,184020,2001,FALSE,2,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,122.694168266931,-6.51871949510969,89.8701386614753,15.6699197695333,267839,2012,FALSE,4,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,117.307016914534,-9.85469522206378,63.9051522477244,58.7614964361545,216893,1997,TRUE,3,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,98.9809278569898,-6.53574188049149,71.8474939732449,0,225040,1993,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,116.680390734829,-15.2143783008224,73.4181496042214,0,294904,2007,FALSE,6,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88.0915768596246,-6.77974902046015,74.991833896879,0,152076,2015,FALSE,3,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,95.0835671084633,-6.2117826296485,15.4865700691906,65.6923298779221,300037,2008,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,91.8989904185967,-14.3398102575726,73.1667620209588,0,206097,1995,TRUE,3,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,123.441118111035,-6.01857372295023,74.866945993804,0,256770,1985,FALSE,4,"#ID1349"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,108.21618146941,-7.445594445112,81.7641515645854,0,262213,2021,FALSE,3,"#ID1349"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,86.7617701557118,-6.83693928987249,18.4990067461711,62.4217576589529,161951,2006,FALSE,1,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,135.101799545522,-6.4982186793304,61.9624772765223,0,118783,2021,TRUE,4,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,176.257460404956,-6.44172155853181,57.4021865645959,0,242950,2019,TRUE,6,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,77.0443835097153,-6.60391125147617,27.6861699257483,81.1488391875386,254421,2007,FALSE,7,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,95.0443099593627,-12.283631092642,89.5087093246887,0,217640,2016,FALSE,1,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,97.5712322118818,-7.11121672649948,30.6572619366084,76.0326280227203,305083,2006,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,118.816437125723,-8.06731861439014,73.3576981779156,0,215354,2015,FALSE,3,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,116.215457543292,-7.12757174276238,61.3503701354028,0,153043,2021,FALSE,1,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,129.320674044453,-10.7556314887077,81.7303723957239,0,186408,2015,FALSE,2,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,99.7592924174724,-7.88221782484144,83.1098128675574,16.7531769079772,257021,2004,FALSE,4,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,97.7371853708537,-6.53811064691495,19.6806409003049,71.9014492584127,254413,1999,FALSE,3,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.5480335215373,-14.0105713469813,74.1860803733829,0,207829,2020,FALSE,4,"#ID1349"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,144.184626701125,-8.21468276357736,66.7783609132847,0,197117,2013,TRUE,3,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,101.6894699423,-8.5603786304328,76.3336576497053,0,206466,1980,TRUE,5,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,86.6046019952439,-6.9431361739593,22.027191781301,79.8426597737934,206389,2010,FALSE,2,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,114.669563715171,-5.1330827637033,71.572917720505,0,201181,2005,FALSE,1,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,120.362985482639,-7.88745413058789,31.2246171066761,0,652199,1975,FALSE,6,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,82.3424938295047,-8.29193922244807,73.391534259019,0,228954,2021,FALSE,4,"#ID1349"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,83.7310470015599,-12.4401831385033,77.9240867092521,0,180670,2020,FALSE,1,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,126.801651315788,-5.98232380052582,56.1546210181979,0,215473,2018,TRUE,7,"#ID1349"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,106.813329448403,-6.13121944626778,66.4617474788224,0,186638,2015,FALSE,2,"#ID1349"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,95.101053422846,-7.89064417867607,86.4715546257825,17.7976021742882,298472,2002,FALSE,2,"#ID1349"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,98.7482904924423,-7.2637661413716,78.2469241266117,0,173430,2015,FALSE,6,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,101.297453433925,-6.40578222302325,48.4043724390939,0,136511,2021,FALSE,5,"#ID1349"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,95.2356904667845,-8.3656187954264,81.8736229649718,0,163287,2001,TRUE,3,"#ID1349"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,100.358370499408,-9.07661911055104,16.3512680144936,70.0993983205339,204022,2007,FALSE,3,"#ID1349"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,121.989251979599,-13.1028240863279,47.4853475606574,0,515421,1933,TRUE,3,"#ID1349"
